epoch,learning_rate,loss,mae,rmse,val_loss,val_mae,val_rmse
0,0.0005000000237487257,1.1876837015151978,0.8964705467224121,1.2042949199676514,0.6339144706726074,0.19724604487419128,0.26556292176246643
1,0.0005000000237487257,0.6573776602745056,0.3933088183403015,0.5095952749252319,0.4776947498321533,0.0997237116098404,0.14670656621456146
2,0.0005000000237487257,0.4568610191345215,0.2328435331583023,0.30449289083480835,0.3654133379459381,0.0801040530204773,0.11608786880970001
3,0.0005000000237487257,0.33930355310440063,0.16582633554935455,0.22025886178016663,0.2810443341732025,0.07525692135095596,0.10847989469766617
4,0.0005000000237487257,0.25831565260887146,0.13328371942043304,0.18161609768867493,0.21513456106185913,0.062134794890880585,0.08848832547664642
5,0.0005000000237487257,0.19771839678287506,0.11325319111347198,0.1573318988084793,0.16495805978775024,0.05682217329740524,0.0859883651137352
6,0.0005000000237487257,0.1515631377696991,0.1027892604470253,0.14736613631248474,0.1253138780593872,0.05958002060651779,0.08585261553525925
7,0.0005000000237487257,0.11490731686353683,0.09637007117271423,0.13897943496704102,0.0937003418803215,0.06191591918468475,0.08473136276006699
8,0.0005000000237487257,0.0862736627459526,0.09152629971504211,0.13466444611549377,0.06875677406787872,0.05683489143848419,0.08325303345918655
9,0.0005000000237487257,0.0631674975156784,0.08599724620580673,0.1257425993680954,0.05015501007437706,0.06626052409410477,0.08938318490982056
10,0.0005000000237487257,0.04649113863706589,0.08516891300678253,0.126490518450737,0.03423300385475159,0.04449932649731636,0.07179177552461624
11,0.0005000000237487257,0.03408549353480339,0.08373787999153137,0.12618260085582733,0.02424907684326172,0.05221777781844139,0.07809735089540482
12,0.0005000000237487257,0.025040073320269585,0.0822019949555397,0.12479431927204132,0.018058370798826218,0.06897779554128647,0.09293673932552338
13,0.0005000000237487257,0.018820129334926605,0.08088872581720352,0.12433073669672012,0.012719102203845978,0.06007305532693863,0.08929821103811264
14,0.0005000000237487257,0.01454781461507082,0.08024264872074127,0.12208933383226395,0.011670690961182117,0.05671047046780586,0.11293508857488632
15,0.0005000000237487257,0.012286467477679253,0.07923176139593124,0.12161364406347275,0.007130822166800499,0.048383601009845734,0.08157381415367126
16,0.0002500000118743628,0.010103096254169941,0.07700065523386002,0.11645253002643585,0.0058976029977202415,0.04912830516695976,0.07704029977321625
17,0.0002500000118743628,0.009129508398473263,0.07622919976711273,0.11477522552013397,0.00482663419097662,0.04411359876394272,0.07035647332668304
18,0.0002500000118743628,0.008442644961178303,0.07563165575265884,0.11221418529748917,0.006209358107298613,0.0541752353310585,0.0986499935388565
19,0.0002500000118743628,0.00802194606512785,0.07561932504177094,0.11133406311273575,0.004810940939933062,0.050958096981048584,0.08056958019733429
20,0.0002500000118743628,0.007838621735572815,0.07567299157381058,0.11142338812351227,0.0058852676302194595,0.04980279505252838,0.09470845013856888
21,0.0002500000118743628,0.00767024140805006,0.07601612061262131,0.1119743138551712,0.00902225449681282,0.08330003172159195,0.1264163851737976
22,0.0002500000118743628,0.008511858060956001,0.07828062772750854,0.11827797442674637,0.004109383560717106,0.05265709012746811,0.07407974451780319
23,0.0001250000059371814,0.007234365679323673,0.07389844208955765,0.10997205227613449,0.004310397431254387,0.049808625131845474,0.07952381670475006
24,0.0001250000059371814,0.006530330516397953,0.07176364213228226,0.1049809679389,0.0036917475517839193,0.046165045350790024,0.07386118918657303
25,0.0001250000059371814,0.006522820331156254,0.07322835922241211,0.10572454333305359,0.004206483718007803,0.05786535516381264,0.08091925829648972
26,0.0001250000059371814,0.0065459804609417915,0.07341276109218597,0.10626143217086792,0.003227275563403964,0.042846716940402985,0.06903732568025589
27,0.0001250000059371814,0.006273448001593351,0.07277070730924606,0.10450264066457748,0.004138803109526634,0.05376316234469414,0.08200451731681824
28,0.0001250000059371814,0.006021772511303425,0.07107926160097122,0.10254048556089401,0.0040184021927416325,0.05300484597682953,0.08102968335151672
29,0.0001250000059371814,0.006017809268087149,0.07195866107940674,0.10283977538347244,0.00340124755166471,0.0513993576169014,0.07340124994516373
