epoch,learning_rate,loss,mae,rmse,val_loss,val_mae,val_rmse
0,0.0005000000237487257,0.9927425980567932,0.6857571005821228,0.936065673828125,0.5687451362609863,0.07334556430578232,0.08632860332727432
1,0.0005000000237487257,0.5553467869758606,0.272182822227478,0.3563346266746521,0.4245777428150177,0.03945451229810715,0.050941918045282364
2,0.0005000000237487257,0.3807588815689087,0.1344016045331955,0.17425574362277985,0.3129855990409851,0.013819134794175625,0.019549187272787094
3,0.0005000000237487257,0.2744647264480591,0.06942076236009598,0.0895225927233696,0.2320147603750229,0.0114345233887434,0.016435500234365463
4,0.0005000000237487257,0.20173963904380798,0.03586693853139877,0.0468313954770565,0.17201106250286102,0.010131333023309708,0.014061382971704006
5,0.0005000000237487257,0.14861799776554108,0.021038444712758064,0.028235336765646935,0.12636686861515045,0.008643709123134613,0.013623768463730812
6,0.0005000000237487257,0.10827776789665222,0.016335364431142807,0.022529829293489456,0.09119540452957153,0.010059952735900879,0.013788508251309395
7,0.0005000000237487257,0.0772886723279953,0.014966332353651524,0.020931843668222427,0.06420250982046127,0.010313325561583042,0.013599724508821964
8,0.0005000000237487257,0.053678758442401886,0.01397320069372654,0.01945357955992222,0.043830160051584244,0.008127552457153797,0.012332696467638016
9,0.0005000000237487257,0.03608072176575661,0.013103672303259373,0.01815119944512844,0.02887808158993721,0.008849792182445526,0.012091231532394886
10,0.0005000000237487257,0.02336524985730648,0.012662508524954319,0.017551660537719727,0.018276149407029152,0.00909444224089384,0.01218061801046133
11,0.0005000000237487257,0.014519935473799706,0.012594038620591164,0.017401570454239845,0.011090273037552834,0.011732789687812328,0.0143754156306386
12,0.0005000000237487257,0.008631731383502483,0.01246758084744215,0.017313605174422264,0.0064077842980623245,0.01145674753934145,0.014116019010543823
13,0.0005000000237487257,0.0049010999500751495,0.01235587615519762,0.017119575291872025,0.0035572100896388292,0.012458579614758492,0.015717415139079094
14,0.0002500000118743628,0.003051817649975419,0.011513276025652885,0.01599675603210926,0.0025143406819552183,0.009260693565011024,0.011708160862326622
15,0.0002500000118743628,0.0021717529743909836,0.011475185863673687,0.01598018780350685,0.0017321071354672313,0.007966725155711174,0.01102373655885458
16,0.0002500000118743628,0.001494542695581913,0.011378081515431404,0.015903178602457047,0.0011693622218444943,0.00941214244812727,0.012486804276704788
17,0.0002500000118743628,0.0009963137563318014,0.011238002218306065,0.015689199790358543,0.0007591851754114032,0.009664913639426231,0.012743232771754265
18,0.0002500000118743628,0.0006500583840534091,0.011088197119534016,0.015420988202095032,0.0004703104787040502,0.008712854236364365,0.011725532822310925
19,0.0002500000118743628,0.00042728069820441306,0.011030296795070171,0.015419995412230492,0.00028922822093591094,0.007714134640991688,0.011128993704915047
20,0.0002500000118743628,0.0002843853726517409,0.010788331739604473,0.015086420811712742,0.00020073690393473953,0.009298889897763729,0.01229819841682911
21,0.0002500000118743628,0.0002142881421605125,0.011043626815080643,0.015468137338757515,0.00024303293321281672,0.015792060643434525,0.018634973093867302
22,0.0002500000118743628,0.00017107093299273401,0.01091303862631321,0.015301377512514591,0.00010406794172013178,0.007670780178159475,0.011280626058578491
23,0.0002500000118743628,0.0001563739642733708,0.011119742877781391,0.01548149436712265,0.00012662357767112553,0.011208070442080498,0.01395014300942421
24,0.0002500000118743628,0.0001486267865402624,0.011079811491072178,0.015546932816505432,8.36539184092544e-05,0.007807979825884104,0.01078502181917429
25,0.0001250000059371814,0.00013171938189771026,0.010644190944731236,0.014932526275515556,7.820937753422186e-05,0.008036850020289421,0.010961712338030338
26,0.0001250000059371814,0.00013043684884905815,0.010716973803937435,0.015022196806967258,7.663897849852219e-05,0.007570311892777681,0.010864950716495514
27,0.0001250000059371814,0.0001314796827500686,0.010800211690366268,0.015094293281435966,7.872357673477381e-05,0.008032599464058876,0.011247798800468445
28,0.0001250000059371814,0.00012579366739373654,0.010589404962956905,0.01482329610735178,8.138444536598399e-05,0.00818784348666668,0.011404459364712238
29,0.0001250000059371814,0.00013130628212820739,0.01083969697356224,0.01506663765758276,8.938405517255887e-05,0.0094056511297822,0.012057109735906124
