epoch,learning_rate,loss,mae,rmse,val_loss,val_mae,val_rmse
0,0.0005000000237487257,1.1124062538146973,0.810822069644928,1.0937193632125854,0.6387026906013489,0.22897204756736755,0.28159791231155396
1,0.0005000000237487257,0.640321671962738,0.36023056507110596,0.46345722675323486,0.4813781976699829,0.10614722967147827,0.13667017221450806
2,0.0005000000237487257,0.4564547538757324,0.22541102766990662,0.2871599793434143,0.36676025390625,0.08014214038848877,0.10314079374074936
3,0.0005000000237487257,0.3381877839565277,0.1646350771188736,0.2105318307876587,0.27809813618659973,0.07132204622030258,0.09169288724660873
4,0.0005000000237487257,0.25386664271354675,0.13496100902557373,0.1721697598695755,0.21055586636066437,0.06669583171606064,0.08680177479982376
5,0.0005000000237487257,0.19151164591312408,0.11801296472549438,0.15172281861305237,0.15920105576515198,0.0711977407336235,0.09076286107301712
6,0.0005000000237487257,0.1441066563129425,0.10810919106006622,0.1407378613948822,0.1189332902431488,0.07375288754701614,0.09149850904941559
7,0.0005000000237487257,0.10735788196325302,0.10206030309200287,0.13345064222812653,0.08678809553384781,0.061410509049892426,0.08374495804309845
8,0.0005000000237487257,0.0788525864481926,0.09746212512254715,0.12830142676830292,0.06293828040361404,0.07190447300672531,0.08966248482465744
9,0.0005000000237487257,0.057218942791223526,0.09526024013757706,0.1254991888999939,0.044586844742298126,0.07148747891187668,0.09008622914552689
10,0.0005000000237487257,0.040980737656354904,0.0931553840637207,0.12287232279777527,0.03153916075825691,0.07836934179067612,0.09567920863628387
11,0.0005000000237487257,0.029176734387874603,0.09077125787734985,0.1206056997179985,0.021426057443022728,0.06797154992818832,0.09004154056310654
12,0.0005000000237487257,0.021032411605119705,0.09002336859703064,0.11916791647672653,0.0149346012622118,0.07227890193462372,0.09030263125896454
13,0.0002500000118743628,0.016152972355484962,0.08642787486314774,0.11493531614542007,0.012119070626795292,0.06971482932567596,0.08731649816036224
14,0.0002500000118743628,0.013814602047204971,0.08621927350759506,0.11456962674856186,0.009589352644979954,0.06254535913467407,0.08189979940652847
15,0.0002500000118743628,0.01207929290831089,0.08692466467618942,0.11557687819004059,0.008292747661471367,0.06416866183280945,0.08588551729917526
16,0.0002500000118743628,0.010716523975133896,0.08731736987829208,0.11628440022468567,0.007634577341377735,0.07181302458047867,0.09259330481290817
17,0.0002500000118743628,0.009341469034552574,0.08555518835783005,0.11397382616996765,0.005418194457888603,0.05733618512749672,0.07787493616342545
18,0.0002500000118743628,0.008688710629940033,0.08668689429759979,0.11527106910943985,0.005592016968876123,0.06567113101482391,0.08799108117818832
19,0.0002500000118743628,0.0081266975030303,0.08640322089195251,0.11517922580242157,0.004536316730082035,0.05883144214749336,0.08080141246318817
20,0.0002500000118743628,0.007739868480712175,0.08608347177505493,0.11516577750444412,0.004803364630788565,0.06646931916475296,0.08740978688001633
21,0.0002500000118743628,0.007413503248244524,0.08549264818429947,0.11423976719379425,0.005374914966523647,0.07861804962158203,0.09555376321077347
22,0.0002500000118743628,0.007357272785156965,0.08623763173818588,0.11493372172117233,0.0037879636511206627,0.058058325201272964,0.0783875584602356
23,0.0001250000059371814,0.0069522433914244175,0.08398892730474472,0.11241240799427032,0.003858809592202306,0.061405062675476074,0.08124003559350967
24,0.0001250000059371814,0.006813540123403072,0.08433181792497635,0.11212987452745438,0.003599685151129961,0.058331459760665894,0.07877049595117569
25,0.0001250000059371814,0.0065908245742321014,0.08286581933498383,0.11064500361680984,0.003573270281776786,0.05853848159313202,0.07907699048519135
26,0.0001250000059371814,0.006696723867207766,0.08379030227661133,0.1118774488568306,0.0038364739157259464,0.06321857869625092,0.08257696032524109
27,0.0001250000059371814,0.006698326673358679,0.08415625244379044,0.11194048076868057,0.0035494230687618256,0.05768636614084244,0.07889008522033691
