epoch,learning_rate,loss,mae,rmse,val_loss,val_mae,val_rmse
0,0.0005000000237487257,1.1843854188919067,0.8929818868637085,1.221662163734436,0.6283850073814392,0.1964990645647049,0.2860379219055176
1,0.0005000000237487257,0.6632086634635925,0.41374680399894714,0.5490358471870422,0.4837243854999542,0.15465666353702545,0.23347122967243195
2,0.0005000000237487257,0.46471673250198364,0.26663368940353394,0.3589840531349182,0.3591565489768982,0.09216184914112091,0.13233977556228638
3,0.0005000000237487257,0.3469303250312805,0.20559236407279968,0.28232342004776,0.2790251076221466,0.10003101080656052,0.14566519856452942
4,0.0005000000237487257,0.264350026845932,0.17136579751968384,0.2399362176656723,0.21456943452358246,0.08463513106107712,0.13165180385112762
5,0.0005000000237487257,0.20463186502456665,0.1541019082069397,0.21969619393348694,0.16587813198566437,0.08543052524328232,0.13092593848705292
6,0.0005000000237487257,0.1591770052909851,0.14461064338684082,0.20909513533115387,0.12662430107593536,0.07872577011585236,0.12287260591983795
7,0.0005000000237487257,0.12295831739902496,0.1365082710981369,0.19869428873062134,0.09449635446071625,0.07559854537248611,0.10835400223731995
8,0.0005000000237487257,0.09497425705194473,0.13272932171821594,0.19423207640647888,0.07149936258792877,0.08282448351383209,0.11562011390924454
9,0.0005000000237487257,0.07429297268390656,0.13148975372314453,0.19564208388328552,0.054397229105234146,0.08200136572122574,0.12498994916677475
10,0.0005000000237487257,0.057365577667951584,0.12783393263816833,0.18981687724590302,0.044311411678791046,0.09145234525203705,0.1535658985376358
11,0.0005000000237487257,0.04531373456120491,0.12485360354185104,0.18785710632801056,0.028516903519630432,0.07549066841602325,0.1040717363357544
12,0.0005000000237487257,0.03677133470773697,0.12526744604110718,0.1875508427619934,0.026318464428186417,0.08685114234685898,0.14658667147159576
13,0.0005000000237487257,0.03063071332871914,0.12341751903295517,0.18559978902339935,0.03461748734116554,0.1517712026834488,0.22038409113883972
14,0.0005000000237487257,0.027198389172554016,0.1252649873495102,0.18834209442138672,0.01828174479305744,0.09076368808746338,0.14227522909641266
15,0.0005000000237487257,0.022970369085669518,0.12023492157459259,0.17953680455684662,0.012821013107895851,0.08146005123853683,0.1180841252207756
16,0.0005000000237487257,0.020793292671442032,0.12042292952537537,0.17727605998516083,0.014314420521259308,0.10998602211475372,0.13998626172542572
17,0.0002500000118743628,0.018128594383597374,0.11580759286880493,0.1676037758588791,0.010737487114965916,0.08315972983837128,0.11939047276973724
18,0.0002500000118743628,0.016772646456956863,0.11405690014362335,0.16370292007923126,0.010646111331880093,0.0758121982216835,0.12423103302717209
19,0.0002500000118743628,0.01705131120979786,0.11583645641803741,0.16813549399375916,0.009690605103969574,0.08472583442926407,0.11409422755241394
20,0.0002500000118743628,0.015963179990649223,0.11259562522172928,0.1624441295862198,0.0076182628981769085,0.0721500962972641,0.10089834034442902
21,0.0002500000118743628,0.015113763511180878,0.11174663156270981,0.15989486873149872,0.012403019703924656,0.08124788850545883,0.154326394200325
22,0.0002500000118743628,0.015600794926285744,0.11386801302433014,0.1632392406463623,0.007498494349420071,0.07308143377304077,0.10397110879421234
23,0.0002500000118743628,0.014989816583693027,0.11234959959983826,0.16124534606933594,0.008610107935965061,0.07689642161130905,0.11576243489980698
24,0.0002500000118743628,0.015126760117709637,0.1138591542840004,0.16293810307979584,0.00885859690606594,0.07888071984052658,0.11898121237754822
25,0.0002500000118743628,0.014735239557921886,0.11218222975730896,0.16097313165664673,0.007088272832334042,0.07175226509571075,0.10316822677850723
26,0.0002500000118743628,0.014385968446731567,0.1114468201994896,0.1593896448612213,0.015791557729244232,0.14111073315143585,0.16842050850391388
27,0.0002500000118743628,0.014269652776420116,0.11186149716377258,0.1589863896369934,0.00806548073887825,0.08031392842531204,0.11401484906673431
28,0.0002500000118743628,0.014619062654674053,0.11140715330839157,0.1618160605430603,0.00728199677541852,0.07524066418409348,0.10719924420118332
29,0.0002500000118743628,0.014615084044635296,0.11225225031375885,0.16169650852680206,0.008761339820921421,0.07917064428329468,0.11984474956989288
